"uid","genes","inCs","inRel","inDS","cls","interp"
"98539","GUCY2D","True","True","True","Likely benign",
"98536","GUCY2D","True","True","True","Likely pathogenic",
"96950","BRCA1","True","True","True","Likely pathogenic",
"96949","BRCA1","True","True","True","Likely pathogenic",
"96944","BRCA1","True","True","True","Uncertain significance",
"96859","BRCA2","True","True","True","Likely pathogenic",
"96684","ANO5","True","True","True","Benign",
"94358","DYSF","True","True","True","Pathogenic",
"94340","DYSF","True","True","True","Pathogenic",
"94334","DYSF","True","True","True","Benign",
"94331","DYSF","True","True","True","Pathogenic",
"94327","DYSF","True","True","True","Likely benign",
"94325","DYSF","True","True","True","Benign",
"94324","DYSF","True","True","True","Likely pathogenic",
"94323","DYSF","True","True","True","Benign",
"94315","DYSF","True","True","True","Benign",
"94311","DYSF","True","True","True","Benign",
"94307","DYSF","True","True","True","Benign",
"94301","DYSF","True","True","True","Benign",
"94300","DYSF","True","True","True","Benign",
"94291","DYSF","True","True","True","Pathogenic",
"94289","DYSF","True","True","True","Benign",
"94282","DYSF","True","True","True","Benign",
"94270","DYSF","True","True","True","Benign",
"94264","DYSF","True","True","True","Benign",
"94262","DYSF","True","True","True","Pathogenic",
"93664","SCN1A","True","True","True","Likely benign",
"93549","ACTA1","True","True","True","Likely pathogenic",
"92854","RPGR","True","True","True","Benign",
"92850","RPGR","True","True","True","Benign",
"92820","PTEN","True","True","True","Pathogenic",
"92662","SGCB","True","True","True","Benign",
"92655","SGCG","True","True","True","Benign",
"92649","IDUA","True","True","True","Benign",
"92636","IDUA","True","True","True","Likely pathogenic",
"92635","IDUA","True","True","True","Likely benign",
"92634","IDUA","True","True","True","Pathogenic",
"92437","CYP1B1","True","True","True","Benign",
"92436","CYP1B1","True","True","True","Benign",
"92435","CYP1B1/LOC128772254","True","True","True","Likely benign",
"92408","CAPN3","True","True","True","Pathogenic",
"92302","SGCA","True","True","True","Likely pathogenic",
"92301","SGCA","True","True","True","Likely pathogenic",
"92292","ACADVL","True","True","True","Likely pathogenic",
"92270","ACADVL","True","True","True","Uncertain significance",
"91389","RPGR","True","True","True","Pathogenic",
"88675","PIK3CD","True","True","True","Pathogenic",
"68099","LDLR","True","True","True","Uncertain significance",
"67130","KCNQ1","True","True","True","Uncertain significance",
"67078","KCNQ1","True","True","True","Benign",
"67075","KCNQ1","True","True","True","Likely benign",
"67059","KCNQ1/KCNQ1-AS1","True","True","True","Uncertain significance",
"67027","KCNQ1","True","True","True","Uncertain significance",
"67026","KCNQ1","True","True","True","Benign",
"65961","RYR1","True","True","True","Uncertain significance",
"65956","RYR1","True","True","True","Uncertain significance",
"65711","AIPL1","True","True","True","Pathogenic",
"65708","AIPL1","True","True","True","Benign",
"56730","CEP290","True","True","True","Pathogenic",
"55718","BRCA1","True","True","True","Likely pathogenic",
"55631","BRCA1","True","True","True","Likely pathogenic",
"55613","BRCA1","True","True","True","Uncertain significance",
"55573","BRCA1","True","True","True","Likely pathogenic",
"55552","BRCA1","True","True","True","Likely pathogenic",
"55530","BRCA1","True","True","True","Pathogenic",
"55415","BRCA1","True","True","True","Likely pathogenic",
"55412","BRCA1","True","True","True","Likely pathogenic",
"55399","BRCA1","True","True","True","Likely pathogenic",
"55397","BRCA1","True","True","True","Uncertain significance",
"55383","BRCA1","True","True","True","Likely pathogenic",
"53083","KCNQ1","True","True","True","Likely pathogenic",
"53047","KCNQ1","True","True","True","Likely pathogenic",
"53034","KCNQ1","True","True","True","Uncertain significance",
"53031","KCNQ1","True","True","True","Uncertain significance",
"52955","KCNQ1","True","True","True","Likely pathogenic",
"52865","BRCA2","True","True","True","Benign",
"52712","BRCA2","True","True","True","Likely pathogenic",
"52568","BRCA2","True","True","True","Likely pathogenic",
"52563","BRCA2","True","True","True","Likely pathogenic",
"52491","BRCA2","True","True","True","Uncertain significance",
"52411","BRCA2","True","True","True","Likely pathogenic",
"52400","BRCA2","True","True","True","Likely pathogenic",
"52056","BRCA2","True","True","True","Likely pathogenic",
"51085","BRCA2","True","True","True","Benign",
"44575","NRAS","True","True","True","Likely benign",
"43628","TNNT2","True","True","True","Likely pathogenic",
"43565","SLC26A4","True","True","True","Pathogenic",
"43491","SLC26A4","True","True","True","Likely benign",
"42487","KCNQ1","True","True","True","Likely benign",
"42098","RYR1","True","True","True","Pathogenic",
"40612","RAF1","True","True","True","Likely benign",
"40484","PTPN11","True","True","True","Pathogenic",
"40476","NRAS","True","True","True","Likely benign",
"36833","HNF1A","True","True","True","Benign",
"36816","HNF1A","True","True","True","Likely pathogenic",
"36490","MECP2","True","True","True","Benign",
"36464","LDLR","True","True","True","Likely benign",
"36456","LDLR","True","True","True","Uncertain significance",
"36437","KCNQ1-AS1/KCNQ1","True","True","True","Benign",
"36342","HNF4A","True","True","True","Uncertain significance",
"36258","GCK","True","True","True","Pathogenic",
"36227","GCK","True","True","True","Likely pathogenic",
"36211","GCK","True","True","True","Likely pathogenic",
"36179","GCK","True","True","True","Likely pathogenic",
"35555","TP53","True","True","True","Benign",
"31012","VWF","True","True","True","Likely pathogenic",
"21014","ACADVL","True","True","True","Likely benign",
"18443","DYSF","True","True","True","Pathogenic",
"18291","ACTA1","True","True","True","Pathogenic",
"18288","ACTA1","True","True","True","Likely pathogenic",
"18039","SERPINC1","True","True","True","Likely pathogenic",
"18033","SERPINC1","True","True","True","Uncertain significance",
"18020","SERPINC1","True","True","True","Likely pathogenic",
"18012","SERPINC1","True","True","True","Pathogenic",
"16038","GP1BB/SEPT5-GP1BB","True","True","True","Likely pathogenic",
"15690","HBA2/LOC106804612","True","True","True","Likely pathogenic",
"15624","HBA1/HBA2/LOC106804612","True","True","True","Pathogenic",
"15405","HBB/LOC106099062/LOC107133510","True","True","True","Pathogenic",
"15239","HBB/LOC106099062/LOC107133510","True","True","True","Pathogenic",
"14933","HNF1A","True","True","True","Pathogenic",
"13533","GP9","True","True","True","Likely pathogenic",
"13532","GP9","True","True","True","Likely pathogenic",
"13529","GP9","True","True","True","Pathogenic",
"13328","PTPN11","True","True","True","Pathogenic",
"12982","RYR1","True","True","True","Conflicting classifications of pathogenicity; drug response",
"12376","TP53","True","True","True","Likely pathogenic",
"12347","TP53","True","True","True","Pathogenic",
"11925","IDUA","True","True","True","Pathogenic",
"11920","IDUA","True","True","True","Likely pathogenic",
"11915","IDUA","True","True","True","Likely pathogenic",
"10251","F8","True","True","True","Benign",
"10156","F8","True","True","True","Likely benign",
"9916","RPGR","True","True","True","Likely pathogenic",
"9902","RPGR","True","True","True","Likely pathogenic",
"9897","RPGR","True","True","True","Uncertain significance",
"9888","CDKL5/RS1","True","True","True","Pathogenic",
"9887","CDKL5/RS1","True","True","True","Pathogenic",
"9439","SGCA","True","True","True","Pathogenic",
"8712","SGCB","True","True","True","Pathogenic",
"8274","MAP2K2","True","True","True","Pathogenic",
"7960","MYOC","True","True","True","Pathogenic",
"7904","ABCA4","True","True","True","Pathogenic",
"7901","ABCA4/ABCA4","True","True","True","Pathogenic",
"7900","ABCA4","True","True","True","Pathogenic",
"7898","ABCA4","True","True","True","Pathogenic",
"7884","ABCA4","True","True","True","Likely benign",
"7744","CYP1B1","True","True","True","Likely benign",
"7739","CYP1B1","True","True","True","Uncertain significance",
"7737","CYP1B1","True","True","True","Pathogenic",
"7735","CYP1B1","True","True","True","Pathogenic",
"7732","CYP1B1","True","True","True","Likely pathogenic",
"6682","DYSF","True","True","True","Pathogenic",
"6675","DYSF","True","True","True","Pathogenic",
"6672","DYSF","True","True","True","Pathogenic",
"6671","DYSF","True","True","True","Likely pathogenic",
"6668","DYSF","True","True","True","Pathogenic",
"6667","DYSF/LOC122787137","True","True","True","Benign",
"5567","AIPL1","True","True","True","Likely pathogenic",
"5566","AIPL1","True","True","True","Pathogenic",
"4157","GP1BA","True","True","True","Pathogenic",
"4026","GAA","True","True","True","Likely pathogenic",
"4022","GAA","True","True","True","Pathogenic",
"3690","LDLR","True","True","True","Pathogenic",
"3119","KCNQ1","True","True","True","Likely pathogenic",
"3114","KCNQ1","True","True","True","Uncertain significance",
"3035","ATM","True","True","True","Pathogenic",
"3022","ATM/C11orf65","True","True","True","Likely pathogenic",
"3021","ATM/C11orf65","True","True","True","Pathogenic",
"2166","ANO5","True","True","True","Pathogenic",
"2164","ANO5","True","True","True","Pathogenic",
"318","VWF","True","True","True","Pathogenic",
"314","VWF","True","True","True","Likely benign",
"313","VWF","True","True","True","Likely pathogenic",
"311","VWF","True","True","True","Likely pathogenic",
"293","VWF","True","True","True","Uncertain significance",
"292","VWF","True","True","True","Uncertain significance",
"288","VWF","True","True","True","Pathogenic",
"287","VWF","True","True","True","Likely pathogenic",
"285","VWF","True","True","True","Pathogenic",
"4848993","RPE65","True","True","True","Likely pathogenic",
"4742486","HNF1A","True","True","True","Likely pathogenic",
"4687494","GP9","True","True","True","Likely pathogenic",
"4077155","PIK3R1","True","True","True","Uncertain significance",
"3948866","RUNX1","True","True","True","Uncertain significance",
"3901863","GCK","True","True","True","Likely pathogenic",
"3901120","PIK3R1","True","True","True","Uncertain significance",
"3896422","CEP290","True","True","True","Likely pathogenic",
"3771197","PAH","True","True","True","Uncertain significance",
"3767319","PIK3R1","True","True","True","Likely pathogenic",
"3668347","RUNX1/RUNX1-AS1","True","True","True","Likely pathogenic",
"3661587","GCK","True","True","True","Likely pathogenic",
"3605803","CTLA4","True","True","True","Benign",
"3602116","GCK","True","True","True","Pathogenic",
"3601978","HNF4A","True","True","True","Likely pathogenic",
"3385344","PIK3R1","True","True","True","Likely pathogenic",
"3367215","RUNX1","True","True","True","Likely pathogenic",
"3340471","RUNX1/RUNX1-AS1","True","True","True","Likely pathogenic",
"3336850","RUNX1/RUNX1-AS1","True","True","True","Likely pathogenic",
"3256144","GAMT","True","True","True","Likely pathogenic",
"3233998","GCK","True","True","True","Likely pathogenic",
"3233349","RPE65","True","True","True","Pathogenic",
"3068533","HNF4A","True","True","True","Pathogenic",
"2946266","RPE65","True","True","True","Likely pathogenic",
"2945021","RPE65","True","True","True","Likely pathogenic",
"2865406","ABCA4","True","True","True","Uncertain significance",
"2758089","CAPN3","True","True","True","Pathogenic",
"2751155","RUNX1/RUNX1-AS1","True","True","True","Likely benign",
"2734986","GCK","True","True","True","Likely pathogenic",
"2709658","ADA/LOC107303343","True","True","True","Uncertain significance",
"2675763","GAA","True","True","True","Uncertain significance",
"2665098","RUNX1-AS1/RUNX1","True","True","True","Pathogenic",
"2633656","RUNX1/RUNX1-AS1","True","True","True","Likely pathogenic",
"2581619","IDUA","True","True","True","Likely pathogenic",
"2575101","MYOC","True","True","True","Likely pathogenic",
"2570632","MYOC","True","True","True","Likely pathogenic",
"2570631","MYOC","True","True","True","Likely pathogenic",
"2570629","MYOC","True","True","True","Likely benign",
"2570619","MYOC","True","True","True","Likely benign",
"2534971","PIK3R1","True","True","True","Uncertain significance",
"2534434","PIK3CD","True","True","True","Uncertain significance",
"2505288","MYOC","True","True","True","Likely benign",
"2505287","MYOC","True","True","True","Likely pathogenic",
"2503896","GP9","True","True","True","Likely pathogenic",
"2500839","MYOC","True","True","True","Likely pathogenic",
"2500837","MYOC","True","True","True","Likely pathogenic",
"2500835","MYOC","True","True","True","Likely pathogenic",
"2500830","MYOC","True","True","True","Likely benign",
"2443682","RUNX1/RUNX1-AS1","True","True","True","Likely pathogenic",
"2442289","MYOC","True","True","True","Likely benign",
"2442287","MYOC","True","True","True","Uncertain significance",
"2442285","MYOC","True","True","True","Likely benign",
"2442273","MYOC","True","True","True","Uncertain significance",
"2441144","DYSF","True","True","True","Pathogenic",
"2441119","DYSF","True","True","True","Likely pathogenic",
"2429764","MYOC","True","True","True","Likely pathogenic",
"2429763","MYOC","True","True","True","Likely benign",
"2429760","MYOC","True","True","True","Likely pathogenic",
"2429758","MYOC","True","True","True","Likely benign",
"2429327","SGCA","True","True","True","Pathogenic",
"2428796","RUNX1","True","True","True","Likely benign",
"2229884","MECP2","True","True","True","Pathogenic",
"2202283","GAA","True","True","True","Likely pathogenic",
"2184620","IDUA","True","True","True","Uncertain significance",
"2154687","RPE65","True","True","True","Likely pathogenic",
"2151916","USH2A","True","True","True","Uncertain significance",
"2137414","PAH","True","True","True","Uncertain significance",
"2137408","PAH","True","True","True","Likely pathogenic",
"2136531","GCK","True","True","True","Pathogenic",
"2104788","PIK3R1","True","True","True","Likely pathogenic",
"2035105","ABCA4","True","True","True","Uncertain significance",
"2033861","PTEN","True","True","True","Pathogenic",
"2022313","PTEN","True","True","True","Likely pathogenic",
"2021273","ABCA4","True","True","True","Likely pathogenic",
"2018845","RPE65","True","True","True","Pathogenic",
"1933344","GCK","True","True","True","Likely pathogenic",
"1928684","LOC130068098/RPGR","True","True","True","Likely pathogenic",
"1810378","MYOC","True","True","True","Likely pathogenic",
"1801853","GCK","True","True","True","Uncertain significance",
"1742308","ACVRL1","True","True","True","Uncertain significance",
"1723651","MAP2K1","True","True","True","Likely pathogenic",
"1723173","MYOC","True","True","True","Likely benign",
"1723168","MYOC","True","True","True","Likely benign",
"1705456","GCK","True","True","True","Likely pathogenic",
"1695472","SCN1A","True","True","True","Likely benign",
"1692647","RUNX1","True","True","True","Likely benign",
"1691234","GP1BB/SEPT5-GP1BB","True","True","True","Uncertain significance",
"1691233","GP1BB/SEPT5-GP1BB","True","True","True","Uncertain significance",
"1687090","C12orf43/HNF1A","True","True","True","Likely benign",
"1687072","HNF1A","True","True","True","Pathogenic",
"1686794","MYOC","True","True","True","Likely pathogenic",
"1686793","MYOC","True","True","True","Likely pathogenic",
"1686788","MYOC","True","True","True","Likely pathogenic",
"1686785","MYOC","True","True","True","Pathogenic",
"1686523","BRCA2","True","True","True","Likely benign",
"1684391","RUNX1/RUNX1-AS1","True","True","True","Likely pathogenic",
"1684030","VWF","True","True","True","Uncertain significance",
"1683999","VWF","True","True","True","Likely pathogenic",
"1683998","VWF","True","True","True","Uncertain significance",
"1679547","GCK","True","True","True","Pathogenic",
"1679546","GCK","True","True","True","Uncertain significance",
"1676716","HNF1A","True","True","True","Likely pathogenic",
"1652693","RUNX1","True","True","True","Likely benign",
"1640498","ACVRL1","True","True","True","Uncertain significance",
"1639209","ABCA4","True","True","True","Uncertain significance",
"1638023","MECP2","True","True","True","Benign",
"1624912","PIK3R1","True","True","True","Uncertain significance",
"1578921","CDKL5","True","True","True","Likely benign",
"1573734","PIK3CD","True","True","True","Likely benign",
"1559116","ABCA4","True","True","True","Uncertain significance",
"1527905","SERPINC1","True","True","True","Likely pathogenic",
"1527893","SERPINC1","True","True","True","Uncertain significance",
"1524222","LOC126862483/TP53/WRAP53","True","True","True","Uncertain significance",
"1521979","DYSF","True","True","True","Likely pathogenic",
"1518631","RUNX1","True","True","True","Pathogenic",
"1514901","PAH","True","True","True","Uncertain significance",
"1504560","PAH","True","True","True","Likely pathogenic",
"1491619","DYSF","True","True","True","Uncertain significance",
"1480944","PAH","True","True","True","Uncertain significance",
"1466051","RUNX1-AS1/RUNX1","True","True","True","Likely pathogenic",
"1464253","GCK","True","True","True","Pathogenic",
"1457684","PIK3CD","True","True","True","Likely pathogenic",
"1454181","LDLR","True","True","True","Uncertain significance",
"1439558","MYOC","True","True","True","Pathogenic",
"1434322","GAA","True","True","True","Likely pathogenic",
"1410089","ABCA4","True","True","True","Likely pathogenic",
"1406866","PIK3CD","True","True","True","Likely pathogenic",
"1393351","PIK3R1","True","True","True","Likely pathogenic",
"1351602","RUNX1/RUNX1-AS1","True","True","True","Likely pathogenic",
"1342964","MYOC","True","True","True","Likely pathogenic",
"1342957","HNF1A","True","True","True","Benign",
"1342197","MYOC","True","True","True","Likely pathogenic",
"1342196","MYOC","True","True","True","Pathogenic",
"1338955","ACVRL1","True","True","True","Uncertain significance",
"1338576","GCK","True","True","True","Pathogenic",
"1338461","HNF1A","True","True","True","Benign",
"1338110","RUNX1","True","True","True","Likely benign",
"1337576","CTLA4","True","True","True","Likely benign",
"1334144","HNF1A","True","True","True","Pathogenic",
"1330358","RYR1","True","True","True","Pathogenic",
"1327615","HNF1A","True","True","True","Likely pathogenic",
"1324499","GP1BB/SEPT5-GP1BB","True","True","True","Pathogenic",
"1322957","GAA","True","True","True","Likely pathogenic",
"1319676","PIK3R1","True","True","True","Likely benign",
"1319162","CDKL5","True","True","True","Likely benign",
"1314795","TCF4","True","True","True","Likely benign",
"1313921","MYOC","True","True","True","Likely benign",
"1210302","RYR1","True","True","True","Likely pathogenic",
"1204725","CDKL5/RS1","True","True","True","Likely benign",
"1180840","CAPN3","True","True","True","Likely pathogenic",
"1180752","ACTA1","True","True","True","Uncertain significance",
"1173106","MYOC","True","True","True","Likely pathogenic",
"1171382","BRCA2","True","True","True","Likely pathogenic",
"1171040","LDLR","True","True","True","Likely pathogenic",
"1167755","IL2RG","True","True","True","Likely benign",
"1167086","TCF4","True","True","True","Uncertain significance",
"1144056","RUNX1","True","True","True","Likely benign",
"1143236","CTLA4","True","True","True","Benign",
"1142095","RUNX1","True","True","True","Likely benign",
"1135117","RUNX1","True","True","True","Likely benign",
"1132785","PIK3R1","True","True","True","Uncertain significance",
"1130934","RUNX1","True","True","True","Likely benign",
"1124345","RUNX1","True","True","True","Likely benign",
"1116571","RUNX1","True","True","True","Likely benign",
"1099856","RUNX1","True","True","True","Likely benign",
"1088939","RUNX1","True","True","True","Likely benign",
"1082907","CTLA4","True","True","True","Benign",
"1074952","CEP290","True","True","True","Pathogenic",
"1072425","RMRP","True","True","True","Likely pathogenic",
"1070754","RPE65","True","True","True","Likely pathogenic",
"1068471","SERPINC1","True","True","True","Likely pathogenic",
"1066954","RPE65","True","True","True","Pathogenic",
"1066706","SERPINC1","True","True","True","Uncertain significance",
"1054111","ATM/C11orf65","True","True","True","Likely pathogenic",
"1052453","SGCA","True","True","True","Likely pathogenic",
"1048143","ABCA4","True","True","True","Pathogenic",
"1048132","ABCA4/ABCA4","True","True","True","Pathogenic",
"1043062","PTEN","True","True","True","Likely pathogenic",
"1042020","PTEN","True","True","True","Likely pathogenic",
"1035066","CTLA4","True","True","True","Benign",
"1031446","GP1BA","True","True","True","Likely pathogenic",
"1027500","SCN2A","True","True","True","Uncertain significance",
"1026085","PIK3CD","True","True","True","Likely benign",
"1008671","LOC102724058/SCN1A","True","True","True","Likely pathogenic",
"1001692","SERPINC1","True","True","True","Likely pathogenic",
"1000050","SCN1A","True","True","True","Likely pathogenic",
"998284","HNF1A","True","True","True","Likely benign",
"998237","HNF1A","True","True","True","Uncertain significance",
"995367","GCK","True","True","True","Likely pathogenic",
"993015","GP9","True","True","True","Uncertain significance",
"987755","PAH","True","True","True","Likely pathogenic",
"985854","F9","True","True","True","Benign",
"977327","BRAF","True","True","True","Uncertain significance",
"972811","HNF1A","True","True","True","Likely benign",
"972809","GCK","True","True","True","Uncertain significance",
"972807","GCK","True","True","True","Uncertain significance",
"972775","GCK","True","True","True","Pathogenic",
"972747","GAA","True","True","True","Pathogenic",
"971992","PAH","True","True","True","Likely pathogenic",
"971212","PIK3CD/LOC126805612","True","True","True","Likely benign",
"968717","CEP290","True","True","True","Uncertain significance",
"963211","LOC129935461/CTLA4","True","True","True","Benign",
"962629","TP53","True","True","True","Likely benign",
"941354","LOC126805612/PIK3CD","True","True","True","Likely benign",
"935418","PIK3CD","True","True","True","Uncertain significance",
"933619","SCN2A","True","True","True","Likely pathogenic",
"932837","ACADVL","True","True","True","Uncertain significance",
"929411","DICER1","True","True","True","Likely pathogenic",
"928997","IDUA","True","True","True","Likely pathogenic",
"922959","BRCA2","True","True","True","Likely pathogenic",
"918070","GCK","True","True","True","Pathogenic",
"918065","HNF1A","True","True","True","Uncertain significance",
"914831","F8","True","True","True","Likely benign",
"902701","GP9","True","True","True","Benign",
"875033","MYOC","True","True","True","Likely benign",
"871409","CEP290","True","True","True","Pathogenic",
"870645","ATM/C11orf65","True","True","True","Likely pathogenic",
"869485","DYSF","True","True","True","Likely pathogenic",
"869219","HBA2/LOC106804612","True","True","True","Uncertain significance",
"867727","BRCA1","True","True","True","Likely pathogenic",
"867094","ABCA4","True","True","True","Likely pathogenic",
"866808","CEP290","True","True","True","Likely pathogenic",
"866538","ABCA4","True","True","True","Likely pathogenic",
"866298","ABCA4","True","True","True","Pathogenic",
"866229","ABCA4","True","True","True","Pathogenic",
"863577","RAG1","True","True","True","Likely pathogenic",
"861979","PIK3R1","True","True","True","Uncertain significance",
"856798","RUNX1","True","True","True","Likely pathogenic",
"846790","PIK3CD","True","True","True","Likely benign",
"834882","PIK3CD","True","True","True","Likely benign",
"829832","RPE65","True","True","True","Pathogenic",
"827732","PIK3R1","True","True","True","Likely pathogenic",
"827289","BRCA2","True","True","True","Likely pathogenic",
"826421","DICER1","True","True","True","Likely benign",
"825830","BRCA1","True","True","True","Uncertain significance",
"824232","TP53","True","True","True","Likely pathogenic",
"813953","SGCA","True","True","True","Likely pathogenic",
"813157","CEP290","True","True","True","Likely pathogenic",
"810877","F9","True","True","True","Uncertain significance",
"806157","ABCA4","True","True","True","Uncertain significance",
"804857","GCK","True","True","True","Pathogenic",
"804839","GCK","True","True","True","Likely pathogenic",
"804466","CEP290","True","True","True","Pathogenic",
"803543","JAK3","True","True","True","Likely pathogenic",
"802880","CEP290","True","True","True","Likely pathogenic",
"802875","CEP290/LOC129390514","True","True","True","Pathogenic",
"802613","PTEN","True","True","True","Uncertain significance",
"799593","LOC110006319/HBB/LOC107133510","True","True","True","Uncertain significance",
"798853","ABCA4","True","True","True","Likely benign",
"779623","RMRP","True","True","True","Likely benign",
"772581","RPE65","True","True","True","Likely benign",
"770679","PIK3CD","True","True","True","Likely benign",
"764550","PIK3CD","True","True","True","Likely benign",
"761366","RUNX1/RUNX1-AS1","True","True","True","Likely benign",
"755769","RUNX1","True","True","True","Likely benign",
"754124","RMRP","True","True","True","Benign",
"741101","CTLA4","True","True","True","Benign",
"709503","LOC126805612/PIK3CD","True","True","True","Benign",
"697933","CEP290","True","True","True","Benign",
"696130","SLC9A6","True","True","True","Benign",
"661941","CTLA4","True","True","True","Benign",
"661395","SCN3A","True","True","True","Likely benign",
"660211","RAG1","True","True","True","Pathogenic",
"659203","SGCA","True","True","True","Likely pathogenic",
"659046","CEP290","True","True","True","Pathogenic",
"657939","PIK3CD","True","True","True","Likely benign",
"652571","CAPN3","True","True","True","Likely pathogenic",
"644329","PIK3CD","True","True","True","Likely benign",
"644144","ATM/C11orf65","True","True","True","Pathogenic",
"642308","PIK3CD","True","True","True","Likely benign",
"638077","IDUA","True","True","True","Pathogenic",
"636389","CTLA4","True","True","True","Pathogenic",
"632970","RMRP","True","True","True","Likely pathogenic",
"631580","MYOC","True","True","True","Likely benign",
"630829","BRCA2","True","True","True","Pathogenic",
"627400","F9","True","True","True","Likely pathogenic",
"627374","SERPINC1","True","True","True","Pathogenic",
"627237","GP1BB/SEPT5-GP1BB","True","True","True","Likely pathogenic",
"627155","F9","True","True","True","Pathogenic",
"627039","GP1BB/SEPT5-GP1BB","True","True","True","Likely pathogenic",
"625855","MYOC","True","True","True","Likely pathogenic",
"624584","IL2RG","True","True","True","Likely pathogenic",
"623475","CTLA4","True","True","True","Likely pathogenic",
"619747","VWF","True","True","True","Likely pathogenic",
"618559","CEP290","True","True","True","Pathogenic",
"618107","F8","True","True","True","Likely pathogenic",
"597829","DYSF","True","True","True","Uncertain significance",
"597186","UBE3A","True","True","True","Benign",
"595539","CEP290","True","True","True","Likely benign",
"595306","CAPN3","True","True","True","Likely pathogenic",
"590772","PAH","True","True","True","Uncertain significance",
"590580","RYR1","True","True","True","Pathogenic",
"590575","RYR1","True","True","True","Likely pathogenic",
"585928","GCK","True","True","True","Pathogenic",
"585916","GCK","True","True","True","Likely pathogenic",
"580378","RMRP","True","True","True","Likely pathogenic",
"579305","DICER1","True","True","True","Likely benign",
"577152","DICER1","True","True","True","Likely benign",
"575051","RUNX1","True","True","True","Likely benign",
"573410","ACVRL1","True","True","True","Likely pathogenic",
"572074","PIK3CD","True","True","True","Likely benign",
"568788","DICER1","True","True","True","Likely benign",
"567919","SCN2A","True","True","True","Likely pathogenic",
"566728","MECP2","True","True","True","Benign",
"566085","DYSF","True","True","True","Uncertain significance",
"565486","ADA","True","True","True","Likely pathogenic",
"561234","RUNX1","True","True","True","Pathogenic",
"556184","IDUA","True","True","True","Pathogenic",
"556156","IDUA","True","True","True","Likely pathogenic",
"554960","SLC26A4","True","True","True","Uncertain significance",
"554593","IDUA","True","True","True","Pathogenic",
"554213","IDUA","True","True","True","Uncertain significance",
"551287","PAH","True","True","True","Likely pathogenic",
"551236","DYSF","True","True","True","Pathogenic",
"550333","SGCA","True","True","True","Pathogenic",
"548686","BMPR2","True","True","True","Likely pathogenic",
"546887","CTLA4","True","True","True","Benign",
"543572","DICER1","True","True","True","Likely benign",
"541727","ACADVL","True","True","True","Likely benign",
"541717","ACADVL","True","True","True","Uncertain significance",
"541085","PIK3CD","True","True","True","Likely benign",
"533773","RMRP","True","True","True","Benign",
"533771","RMRP","True","True","True","Benign",
"532686","RUNX1","True","True","True","Likely benign",
"532685","RUNX1/RUNX1-AS1","True","True","True","Likely benign",
"532683","RUNX1","True","True","True","Likely benign",
"532682","RUNX1","True","True","True","Likely benign",
"532681","RUNX1","True","True","True","Likely benign",
"524012","TCF4","True","True","True","Pathogenic",
"522564","SCN3A","True","True","True","Benign",
"516580","DICER1","True","True","True","Benign",
"511136","ACADVL","True","True","True","Likely benign",
"501050","DYSF","True","True","True","Likely benign",
"500215","DYSF","True","True","True","Likely benign",
"498954","DYSF","True","True","True","Pathogenic",
"497131","DYSF","True","True","True","Likely pathogenic",
"496397","BRCA1","True","True","True","Uncertain significance",
"496280","MECP2/LOC130068854","True","True","True","Benign",
"496120","LOC102724058/SCN1A","True","True","True","Uncertain significance",
"493118","SCN8A","True","True","True","Benign",
"491662","LDLR","True","True","True","Uncertain significance",
"490724","ATM/C11orf65","True","True","True","Uncertain significance",
"490685","ATM/C11orf65","True","True","True","Uncertain significance",
"487451","RMRP","True","True","True","Likely pathogenic",
"486555","TP53","True","True","True","Pathogenic",
"483092","BRCA2","True","True","True","Pathogenic",
"482997","BRCA2","True","True","True","Likely benign",
"481607","BRCA2","True","True","True","Uncertain significance",
"481525","BRCA2","True","True","True","Likely pathogenic",
"479623","DICER1","True","True","True","Likely benign",
"479223","BRCA1","True","True","True","Likely benign",
"477064","DICER1","True","True","True","Likely benign",
"475275","CTLA4","True","True","True","Benign",
"474882","ACADVL","True","True","True","Pathogenic",
"474031","PIK3CD","True","True","True","Likely benign",
"471337","SGCA","True","True","True","Pathogenic",
"468706","PTEN","True","True","True","Likely pathogenic",
"468639","CAPN3","True","True","True","Likely pathogenic",
"465206","RMRP","True","True","True","Benign",
"464006","RUNX1","True","True","True","Likely benign",
"464005","RUNX1","True","True","True","Likely benign",
"464001","RUNX1","True","True","True","Likely benign",
"464000","RUNX1","True","True","True","Likely benign",
"463993","RUNX1/RUNX1-AS1","True","True","True","Uncertain significance",
"462524","BRCA2","True","True","True","Uncertain significance",
"462411","BRCA2","True","True","True","Uncertain significance",
"453684","ATM","True","True","True","Likely pathogenic",
"450915","CEP290","True","True","True","Pathogenic",
"449448","CEP290","True","True","True","Pathogenic",
"448982","ACADVL","True","True","True","Likely pathogenic",
"448182","RYR1","True","True","True","Likely pathogenic",
"447443","GJB2","True","True","True","Uncertain significance",
"447422","GCK","True","True","True","Likely pathogenic",
"447408","GCK","True","True","True","Likely pathogenic",
"447404","GCK","True","True","True","Pathogenic",
"447402","GCK","True","True","True","Pathogenic",
"446500","PIK3R1","True","True","True","Likely pathogenic",
"440656","LDLR","True","True","True","Likely pathogenic",
"440616","LDLR","True","True","True","Likely pathogenic",
"440611","LDLR","True","True","True","Uncertain significance",
"439773","HBA2/LOC106804612","True","True","True","Benign",
